This is the complete list of games supported by MAME 0.74 (Sep 14 2003).
Variants of the same game are not included, you can use the -listclones command
to get a list of the alternate versions of a given game.

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Sky Fox                          |  Yes  |  Yes  |  Yes  |  Yes  | skyfox   |
| Sky Kid                          |  Yes  |  Yes  |  Yes  |  Yes  | skykid   |
| Sky Kid Deluxe                   |  Yes  |  Yes  |  Yes  |  Yes  | skykiddx |
| Sky Lancer                       |  Yes  |  Yes  |  Yes  |  Yes  | skylancr |
| Sky Raider                       |  Yes  | Close |   No  |  Yes  | skyraid  |
| Sky Skipper                      |  Yes  |  Yes  |  Yes  |  Yes  | skyskipr |
| Sky Smasher                      |  Yes  |  Yes  |  Yes  |  Yes  | skysmash |
| Sky Soldiers                     |  Yes  |  Yes  |  Yes  |  Yes  | skysoldr |
| Slap Fight                       | No(1) |  Yes  |  Yes  |   No  | slapfigh |
| Slap Shot                        |  Yes  |  Yes  |  Yes  |  Yes  | slapshot |
| Slick Shot                       |  Yes  |  Yes  |  Yes  |  Yes  | slikshot |
| Slither                          |  Yes  |  Yes  |  Yes  |  Yes  | slither  |
| Sly Spy                          |  Yes  |  Yes  |  Yes  |  Yes  | slyspy   |
| Smash T.V.                       |  Yes  |  Yes  |  Yes  |  Yes  | smashtv  |
| Snacks'n Jaxson                  |  Yes  |  Yes  |  Yes  |  Yes  | snakjack |
| Snake Pit                        |  Yes  |  Yes  |  Yes  |  Yes  | snakepit |
| Snap Jack                        |  Yes  |  Yes  |  Yes  |  Yes  | snapjack |
| Snow Board Championship          |   No  |  Yes  |  Yes  |  Yes  | snowboar |
| Snow Bros. - Nick & Tom          |  Yes  |  Yes  |  Yes  |  Yes  | snowbros |
| Snow Bros. 2 - With New Elves / O|  Yes  |  Yes  |  Yes  |  Yes  | snowbro2 |
| Soccer Brawl                     |  Yes  |  Yes  |  Yes  |  Yes  | socbrawl |
| Sokonuke Taisen Game             |  Yes  |  Yes  |Partial|  Yes  | sokonuke |
| Sol Divide - The Sword Of Darknes|  Yes  |  Yes  |Partial|  Yes  | soldivid |
| Solar Fox                        |  Yes  |  Yes  |  Yes  |  Yes  | solarfox |
| Solar Quest                      |  Yes  |  Yes  | Yes(2)|  Yes  | solarq   |
| Soldam                           |  Yes  |  Yes  |  Yes  |  Yes  | soldamj  |
| Soldier Girl Amazon              |  Yes  |  Yes  |  Yes  |  Yes  | amazon   |
| Solitary Fighter                 |  Yes  |  Yes  |  Yes  |  Yes  | solfigtr |
| Solomon's Key                    |  Yes  |  Yes  |  Yes  |  Yes  | solomon  |
| Solvalou                         |  Yes  |  Yes  |  Yes  |  Yes  | solvalou |
| Son Son                          |  Yes  |  Yes  |  Yes  |  Yes  | sonson   |
| Son of Phoenix                   |  Yes  |  Yes  |  Yes  |  Yes  | sonofphx |
| Sonic                            | No(1) |  Yes  |  Yes  |  Yes  | sonic    |
| Sonic Blast Man                  |  Yes  |  Yes  |  Yes  |  Yes  | sbm      |
| Sotsugyo Shousho                 |  Yes  |  Yes  |  Yes  |  Yes  | sotsugyo |
| Space Attack                     |  Yes  |  Yes  |   No  |  Yes  | sspaceat |
| Space Beam                       |  Yes  | Close |   No  |   No  | spacbeam |
| Space Bomber                     |  Yes  |  Yes  |  Yes  |  Yes  | sbomberb |
| Space Chaser                     |  Yes  | Close |Partial|  Yes  | schaser  |
| Space Cruiser                    |  Yes  |  Yes  |  Yes  |  Yes  | spacecr  |
| Space Duel                       |  Yes  |  Yes  |  Yes  |  Yes  | spacduel |
| Space Dungeon                    |  Yes  |  Yes  |  Yes  |  Yes  | sdungeon |
| Space Encounters                 |  Yes  |  Yes  |   No  |  Yes  | spcenctr |
| Space Fever                      |  Yes  |  Yes  |Partial|  Yes  | spacefev |
| Space Firebird                   |  Yes  | Close |Partial|  Yes  | spacefb  |
| Space Force                      |  Yes  | Close |  Yes  |  Yes  | spcforce |
| Space Fortress                   |  Yes  |  Yes  |Partial|   No  | spacefrt |
| Space Fury                       |  Yes  |  Yes  | Yes(2)|  Yes  | spacfury |
| Space Gun                        |  Yes  |  Yes  |  Yes  |  Yes  | spacegun |
| Space Harrier                    |  Yes  |  Yes  |  Yes  |  Yes  | sharrier |
| Space Intruder                   |  Yes  |   No  | Yes(2)|  Yes  | spaceint |
| Space Invaders                   |  Yes  |  Yes  | Yes(2)|  Yes  | invaders |
| Space Invaders '95 - Attack Of Th|  Yes  |  Yes  |  Yes  |  Yes  | spcinv95 |
| Space Invaders DX                |  Yes  |  Yes  |  Yes  |  Yes  | spacedx  |
| Space Invaders II                |  Yes  |  Yes  | Yes(2)|  Yes  | invad2ct |
| Space Invaders Part II           |  Yes  |  Yes  | Yes(2)|  Yes  | invadpt2 |
| Space King 2                     |  Yes  |  Yes  | Yes(2)|  Yes  | spcking2 |
| Space Laser                      |  Yes  |  Yes  | Yes(2)|  Yes  | spclaser |
| Space Odyssey                    |  Yes  |  Yes  | Yes(2)|  Yes  | spaceod  |
| Space Panic                      |  Yes  |  Yes  | Yes(2)|  Yes  | panic    |
| Space Seeker                     |  Yes  |  Yes  |  Yes  |  Yes  | spaceskr |
| Space Stranger                   |  Yes  |  Yes  | Yes(2)|  Yes  | sstrangr |
| Space Stranger 2                 |  Yes  |  Yes  | Yes(2)|  Yes  | sstrngr2 |
| Space Tactics                    |  Yes  |  Yes  |   No  |  Yes  | stactics |
| Space Trek                       |  Yes  |  Yes  |   No  |  Yes  | spacetrk |
| Space Wars                       |  Yes  |  Yes  | Yes(2)|  Yes  | spacewar |
| Space Zap                        |  Yes  |  Yes  |  Yes  |  Yes  | spacezap |
| Sparkz                           |  Yes  |  Yes  |  Yes  |  Yes  | sparkz   |
| Spatter                          |  Yes  |  Yes  |  Yes  |  Yes  | spatter  |
| Speak & Rescue                   |  Yes  |  Yes  |  Yes  |  Yes  | speakres |
| Special Criminal Investigation   |  Yes  |  Yes  |  Yes  |  Yes  | sci      |
| Special Forces                   |  Yes  |  Yes  |   No  |  Yes  | spclforc |
| Special Forces II                |  Yes  |  Yes  |   No  |  Yes  | spcfrcii |
| Spectar                          |  Yes  |  Yes  | Yes(2)|  Yes  | spectar  |
| Speed Attack!                    |  Yes  |   No  |  Yes  |  Yes  | speedatk |
| Speed Ball                       |  Yes  |  Yes  |  Yes  |  Yes  | speedbal |
| Speed Ball                       |  Yes  |  Yes  |  Yes  |  Yes  | spdball  |
| Speed Coin                       |  Yes  |  Yes  |  Yes  |  Yes  | spdcoin  |
| Speed Freak                      |  Yes  |  Yes  |   No  |  Yes  | speedfrk |
| Speed Rumbler, The               |  Yes  |  Yes  |  Yes  |  Yes  | srumbler |
| Speed Spin                       |  Yes  |  Yes  |  Yes  |  Yes  | speedspn |
| Spelunker                        |  Yes  |  Yes  |  Yes  |  Yes  | spelunkr |
| Spelunker II                     |  Yes  |  Yes  |  Yes  |  Yes  | spelunk2 |
| Spiderman                        |  Yes  |  Yes  |  Yes  |  Yes  | spidey   |
| Spiders                          |  Yes  |  Yes  |   No  |   No  | spiders  |
| Spiker                           |  Yes  |  Yes  |  Yes  |  Yes  | spiker   |
| Spin Master / Miracle Adventure  |  Yes  |  Yes  |  Yes  |  Yes  | spinmast |
| Spinal Breakers                  |  Yes  |  Yes  |  Yes  |   No  | spinlbrk |
| Splash!                          |  Yes  |  Yes  |  Yes  |  Yes  | splash   |
| Splat!                           |  Yes  |  Yes  |  Yes  |  Yes  | splat    |
| Splatter House                   |  Yes  |  Yes  |  Yes  |  Yes  | splatter |
| Splendor Blast                   |   No  |  Yes  |  Yes  |   No  | splndrbt |
| Springer                         |  Yes  |  Yes  |  Yes  |  Yes  | springer |
| Sprint 1                         |  Yes  |  Yes  |  Yes  |  Yes  | sprint1  |
| Sprint 4                         |  Yes  |  Yes  |   No  |  Yes  | sprint4  |
| Sprint 8                         |  Yes  |  Yes  |   No  |  Yes  | sprint8  |
| Spy Hunter                       |  Yes  |  Yes  |  Yes  |  Yes  | spyhunt  |
| Spy Hunter 2                     |  Yes  |  Yes  |  Yes  |  Yes  | spyhunt2 |
| Stack Columns                    |  Yes  |  Yes  |  Yes  |  Yes  | stkclmns |
| Stadium Cross                    |  Yes  |  Yes  |  Yes  |  Yes  | scross   |
| Stadium Hero                     |  Yes  |  Yes  |  Yes  |  Yes  | stadhero |
| Stagger I                        |   No  |  Yes  |  Yes  |  Yes  | stagger1 |
| Stakes Winner / Stakes Winner - G|  Yes  |  Yes  |  Yes  |  Yes  | stakwin  |
| Stakes Winner 2                  |  Yes  |  Yes  |  Yes  |  Yes  | stakwin2 |
| Star Castle                      |  Yes  |  Yes  | Yes(2)|  Yes  | starcas  |
| Star Cruiser                     |  Yes  |  Yes  | Yes(2)|  Yes  | starcrus |
| Star Fire                        |  Yes  |  Yes  |   No  |  Yes  | starfire |
| Star Force                       |  Yes  |  Yes  |  Yes  |  Yes  | starforc |
| Star Guards                      |  Yes  |  Yes  |  Yes  |  Yes  | stargrds |
| Star Hawk                        |  Yes  |  Yes  |   No  |  Yes  | starhawk |
| Star Jacker                      |  Yes  |  Yes  |  Yes  |  Yes  | starjack |
| Star Sweep                       |  Yes  |  Yes  |   No  |  Yes  | starswep |
| Star Trek                        |  Yes  |  Yes  | Yes(2)|  Yes  | startrek |
| Star Wars                        |  Yes  |  Yes  |  Yes  |  Yes  | starwars |
| Starblade                        |  Yes  |  Yes  |  Yes  |  Yes  | starblad |
| Stargate                         |  Yes  |  Yes  |  Yes  |  Yes  | stargate |
| Starship 1                       |  Yes  |  Yes  |   No  |  Yes  | starshp1 |
| Steel Force                      |  Yes  |  Yes  |Partial|  Yes  | stlforce |
| Steel Gunner                     |  Yes  |  Yes  |  Yes  |  Yes  | sgunner  |
| Steel Gunner 2                   |  Yes  |  Yes  |  Yes  |  Yes  | sgunner2 |
| Steel Talons                     |  Yes  |  Yes  |  Yes  |  Yes  | steeltal |
| Stinger                          |  Yes  |  Yes  |Partial|  Yes  | stinger  |
| Stocker                          |  Yes  |  Yes  |  Yes  |  Yes  | stocker  |
| Stompin'                         |  Yes  |  Yes  |  Yes  |  Yes  | stompin  |
| Stone Ball                       |  Yes  |  Yes  |  Yes  |  Yes  | stonebal |
| Storm Blade                      |  Yes  |  Yes  |  Yes  |   No  | stmblade |
| Straight Flush                   |  Yes  | Close |   No  |   No  | sflush   |
| Strata Bowling                   |  Yes  |  Yes  |  Yes  |  Yes  | stratab  |
| Strategy X                       |  Yes  |  Yes  |  Yes  |  Yes  | stratgyx |
| Streaking                        |  Yes  | Close |  Yes  |  Yes  | streakng |
| Street Fighter                   |  Yes  |  Yes  |  Yes  |  Yes  | sf1      |
| Street Fighter Alpha 2           |  Yes  |  Yes  |  Yes  |  Yes  | sfa2     |
| Street Fighter Alpha 3           |  Yes  |  Yes  |  Yes  |  Yes  | sfa3     |
| Street Fighter Alpha: Warriors' D|  Yes  |  Yes  |  Yes  |  Yes  | sfa      |
| Street Fighter II - The World War|  Yes  |  Yes  |  Yes  |  Yes  | sf2      |
| Street Fighter II' - Champion Edi|  Yes  |  Yes  |  Yes  |  Yes  | sf2ce    |
| Street Fighter: The Movie        |  Yes  |  Yes  |  Yes  |  Yes  | sftm     |
| Street Football                  |  Yes  |  Yes  |  Yes  |  Yes  | sfootbal |
| Street Heat - Cardinal Amusements|  Yes  |  Yes  |   No  |  Yes  | strtheat |
| Street Hoop / Street Slam / Dunk |  Yes  |  Yes  |  Yes  |  Yes  | strhoop  |
| Street Smart                     |  Yes  |  Yes  |  Yes  |  Yes  | streetsm |
| Strength & Skill                 |  Yes  |  Yes  |  Yes  |  Yes  | strnskil |
| Strider                          |  Yes  |  Yes  |  Yes  |  Yes  | strider  |
| Strike Bowling                   |  Yes  | Close |Partial|  Yes  | sbowling |
| Strike Force                     |  Yes  |  Yes  |  Yes  |  Yes  | strkforc |
| Strike Gunner S.T.G              |  Yes  |  Yes  |  Yes  |  Yes  | stg      |
| Strike Zone Baseball             |  Yes  |  Yes  |  Yes  |  Yes  | strkzone |
| Strikers 1945                    |  Yes  |  Yes  |  Yes  |  Yes  | s1945    |
| Strikers 1945 II                 |  Yes  |  Yes  |  Yes  |  Yes  | s1945ii  |
| Strikers 1945 III                |  Yes  |  Yes  |  Yes  |  Yes  | s1945iii |
| Strikers 1945 Plus               |  Yes  |  Yes  |  Yes  |  Yes  | s1945p   |
| Subroc-3D                        |  Yes  |  Yes  | Yes(2)|  Yes  | subroc3d |
| Subs                             |  Yes  |  Yes  |Partial|  Yes  | subs     |
| Sundance                         |   No  |  Yes  |   No  |  Yes  | sundance |
| Sunset Riders                    |  Yes  |  Yes  |  Yes  |  Yes  | ssriders |
| Super Bagman                     |  Yes  |  Yes  |  Yes  |  Yes  | sbagman  |
| Super Baseball Double Play Home R|  Yes  |  Yes  |  Yes  |  Yes  | dblplay  |
| Super Basketball                 |  Yes  |  Yes  |  Yes  |  Yes  | sbasketb |
| Super Bond                       |  Yes  |   No  |  Yes  |  Yes  | superbon |
| Super Breakout                   |  Yes  |  Yes  |  Yes  |  Yes  | sbrkout  |
| Super Bug                        |  Yes  |  Yes  |  Yes  |  Yes  | superbug |
| Super Burger Time                |  Yes  |  Yes  |  Yes  |  Yes  | supbtime |
| Super Casino                     |  Yes  |  Yes  |  Yes  |  Yes  | sucasino |
| Super Champion Baseball          |  Yes  |  Yes  |  Yes  |  Yes  | sbasebal |
| Super Chase - Criminal Terminatio|  Yes  |  Yes  |  Yes  |  Yes  | superchs |
| Super Cobra                      |  Yes  |  Yes  |  Yes  |  Yes  | scobra   |
| Super Contra                     |  Yes  |  Yes  |  Yes  |  Yes  | scontra  |
| Super Cross 2                    |  Yes  |  Yes  |  Yes  |  Yes  | sprcros2 |
| Super Cup Finals                 |  Yes  |  Yes  |  Yes  |  Yes  | scfinals |
| Super Dodge Ball                 |  Yes  |  Yes  |  Yes  |  Yes  | spdodgeb |
| Super Dodge Ball / Kunio no Nekke|  Yes  |  Yes  |  Yes  |  Yes  | sdodgeb  |
| Super Doubles Tennis             |  Yes  |  Yes  |  Yes  |  Yes  | sdtennis |
| Super Duper Casino               |  Yes  |  Yes  |  Yes  |  Yes  | usg32    |
| Super Gem Fighter Mini Mix       |  Yes  |  Yes  |  Yes  |  Yes  | sgemf    |
| Super Glob                       |  Yes  |  Yes  |  Yes  |  Yes  | suprglob |
| Super Hang-On                    | No(1) |  Yes  |  Yes  |  Yes  | shangon  |
| Super High Impact                |   No  |  Yes  |  Yes  |  Yes  | shimpact |
| Super Invader Attack             |  Yes  |  Yes  |   No  |  Yes  | sia2650  |
| Super Locomotive                 |  Yes  |  Yes  |  Yes  |  Yes  | suprloco |
| Super Marukin-Ban                |  Yes  |  Yes  |  Yes  |  Yes  | marukin  |
| Super Pac-Man                    |  Yes  |  Yes  |  Yes  |  Yes  | superpac |
| Super Pang                       |  Yes  |  Yes  |  Yes  |  Yes  | spang    |
| Super Pinball Action             |  Yes  |  Yes  |  Yes  |  Yes  | spbactn  |
| Super Punch-Out!!                |  Yes  |  Yes  |  Yes  |  Yes  | spnchout |
| Super Puzzle Fighter 2 Turbo     |  Yes  |  Yes  |  Yes  |  Yes  | spf2t    |
| Super Qix                        | No(1) |  Yes  |  Yes  |  Yes  | superqix |
| Super Real Darwin                |  Yes  |  Yes  |  Yes  |  Yes  | srdarwin |
| Super Real Mahjong P7            |  Yes  |  Yes  |Partial|   No  | srmp7    |
| Super Real Mahjong PIV           |  Yes  |  Yes  |  Yes  |   No  | srmp4    |
| Super Real Mahjong Part 2        |  Yes  |  Yes  |  Yes  |  Yes  | srmp2    |
| Super Real Mahjong Part 3        |  Yes  |  Yes  |  Yes  |  Yes  | srmp3    |
| Super Shanghai Dragon's Eye      | No(1) |  Yes  |   No  |  Yes  | sshangha |
| Super Sidekicks / Tokuten Ou     |  Yes  |  Yes  |  Yes  |  Yes  | ssideki  |
| Super Sidekicks 2 - The World Cha|  Yes  |  Yes  |  Yes  |  Yes  | ssideki2 |
| Super Sidekicks 3 - The Next Glor|  Yes  |  Yes  |  Yes  |  Yes  | ssideki3 |
| Super Slam                       |  Yes  |  Yes  |   No  |  Yes  | sslam    |
| Super Slams                      |  Yes  |  Yes  |  Yes  |  Yes  | suprslam |
| Super Space Invaders '91         |  Yes  |  Yes  |  Yes  |  Yes  | ssi      |
| Super Spacefortress Macross / Cho|  Yes  |  Yes  |   No  |  Yes  | macross  |
| Super Spacefortress Macross II / |  Yes  |  Yes  |  Yes  |   No  | macross2 |
| Super Speed Race Junior          |  Yes  |   No  |  Yes  |  Yes  | ssrj     |
| Super Sprint                     |  Yes  |  Yes  |  Yes  |  Yes  | ssprint  |
| Super Spy, The                   |  Yes  |  Yes  |  Yes  |  Yes  | superspy |
| Super Stingray                   |  Yes  |   No  |  Yes  |   No  | sstingry |
| Super Street Fighter 2: The New C|  Yes  |  Yes  |  Yes  |  Yes  | ssf2     |
| Super Ten V8.3                   |  Yes  |  Yes  |  Yes  |  Yes  | usg83    |
| Super Toffy                      |  Yes  |  Yes  |  Yes  |  Yes  | stoffy   |
| Super Triv II                    |  Yes  |   No  |  Yes  |  Yes  | supertr2 |
| Super Trivia Master              |  Yes  |   No  |Partial|   No  | strvmstr |
| Super Visual Football            |  Yes  |  Yes  |  Yes  |  Yes  | svf      |
| Super Volleyball                 |  Yes  |  Yes  |  Yes  |  Yes  | svolley  |
| Super World Court                |  Yes  |  Yes  |Partial|  Yes  | swcourt  |
| Super World Stadium '92          |  Yes  |  Yes  |  Yes  |  Yes  | sws92    |
| Super World Stadium '93          |  Yes  |  Yes  |  Yes  |  Yes  | sws93    |
| Super World Stadium '95          |  Yes  |  Yes  |   No  |  Yes  | sws95    |
| Super World Stadium '96          |  Yes  |  Yes  |   No  |  Yes  | sws96    |
| Super World Stadium '97          |  Yes  |  Yes  |   No  |  Yes  | sws97    |
| Super Zaxxon                     |  Yes  |  Yes  | Yes(2)|  Yes  | szaxxon  |
| Super-X                          |  Yes  |  Yes  |  Yes  |  Yes  | superx   |
| Superbike                        |  Yes  |  Yes  |Partial|   No  | superbik |
| Superman                         |  Yes  |  Yes  |  Yes  |  Yes  | superman |
| Surprise Attack                  |  Yes  |  Yes  |  Yes  |  Yes  | surpratk |
| Survival Arts                    |  Yes  |  Yes  |  Yes  |   No  | survarts |
| Suzuka 8 Hours                   |   No  |  Yes  |  Yes  |  Yes  | suzuka8h |
| Suzuka 8 Hours 2                 |  Yes  |  Yes  |  Yes  |  Yes  | suzuk8h2 |
| Swimmer                          |  Yes  |  Yes  |  Yes  |  Yes  | swimmer  |
| Syougi No Tatsujin - Master of Sy|  Yes  |  Yes  |  Yes  |  Yes  | mosyougi |
| Syusse Oozumou                   |  Yes  |  Yes  |  Yes  |  Yes  | ssozumo  |
| Syvalion                         |  Yes  |  Yes  |  Yes  |  Yes  | syvalion |
| T.N.K. III                       |  Yes  |  Yes  |  Yes  |   No  | tnk3     |
| TH Strikes Back                  |   No  |  Yes  |  Yes  |  Yes  | thoop2   |
| Tac/Scan                         |  Yes  |  Yes  | Yes(2)|  Yes  | tacscan  |
| Tactician                        |  Yes  |  Yes  |  Yes  |  Yes  | tactcian |
| Tail to Nose - Great Championship|  Yes  |  Yes  |  Yes  |   No  | tail2nos |
| Tailgunner                       |  Yes  |  Yes  |   No  |  Yes  | tailg    |
| Taisen Hot Gimmick               |  Yes  |  Yes  |Partial|  Yes  | hotgmck  |
| Taisen Hot Gimmick 3 Digital Surf|  Yes  |  Yes  |Partial|  Yes  | hotgmck3 |
| Taisen Hot Gimmick Kairakuten    |  Yes  |  Yes  |Partial|  Yes  | hgkairak |
| Taisen Idol-Mahjong Final Romance|  Yes  |  Yes  |  Yes  |  Yes  | fromanc2 |
| Taisen Mahjong FinalRomance 4    |  Yes  |  Yes  |  Yes  |  Yes  | fromanc4 |
| Taisen Mahjong FinalRomance R    |  Yes  |  Yes  |  Yes  |  Yes  | fromancr |
| Taisen Puzzle-dama               |  Yes  |  Yes  |  Yes  |  Yes  | puzldama |
| Taisen Quiz HYHOO                |  Yes  |  Yes  |  Yes  |  Yes  | hyhoo    |
| Taisen Quiz HYHOO 2              |  Yes  |  Yes  |  Yes  |  Yes  | hyhoo2   |
| Taisen Tokkae-dama               |  Yes  |  Yes  |  Yes  |  Yes  | tokkae   |
| Taito Power Goal                 |  Yes  |  Yes  |  Yes  |  Yes  | pwrgoal  |
| Takeda Shingen                   |  Yes  |  Yes  |  Yes  |  Yes  | tshingen |
| Tank Battalion                   |  Yes  |  Yes  | Yes(2)|  Yes  | tankbatt |
| Tank Busters                     |  Yes  |  Yes  |  Yes  |  Yes  | tankbust |
| Tank Force                       |  Yes  |  Yes  |  Yes  |  Yes  | tankfrce |
| Tant-R                           |  Yes  |  Yes  |  Yes  |  Yes  | tantr    |
| Tao Taido                        |  Yes  |  Yes  |  Yes  |   No  | taotaido |
| Tapper                           |  Yes  |  Yes  |  Yes  |  Yes  | tapper   |
| Targ                             |  Yes  |  Yes  | Yes(2)|  Yes  | targ     |
| Target Hits                      |   No  |  Yes  |  Yes  |  Yes  | targeth  |
| Tattoo Assassins                 |  Yes  |  Yes  |  Yes  |  Yes  | tattass  |
| Taxi Driver                      |  Yes  |  Yes  |  Yes  |   No  | taxidrvr |
| Tazz-Mania                       |  Yes  |  Yes  |  Yes  |  Yes  | tazmania |
| Tecmo Bowl                       |  Yes  |  Yes  |Partial|  Yes  | tbowl    |
| Tecmo World Cup '90              |  Yes  |  Yes  |Partial|   No  | wc90     |
| Tecmo World Soccer '96           |  Yes  |  Yes  |  Yes  |  Yes  | tws96    |
| TeddyBoy Blues                   |  Yes  |  Yes  |  Yes  |  Yes  | teddybb  |
| Tee'd Off                        |  Yes  |  Yes  |  Yes  |  Yes  | teedoff  |
| Teenage Mutant Ninja Turtles     |  Yes  |  Yes  |  Yes  |  Yes  | tmnt     |
| Teenage Mutant Ninja Turtles - Tu|   No  |  Yes  |  Yes  |  Yes  | tmnt2    |
| Tehkan World Cup                 |  Yes  |  Yes  |  Yes  |  Yes  | tehkanwc |
| Teki Paki                        |  Yes  |  Yes  |   No  |  Yes  | tekipaki |
| Tel Jan                          |  Yes  |  Yes  |  Yes  |  Yes  | teljan   |
| Telephone Mahjong                |  Yes  |  Yes  |  Yes  |  Yes  | telmahjn |
| Tempest                          |  Yes  |  Yes  |  Yes  |  Yes  | tempest  |
| Tengai / Sengoku Blade: Sengoku A|  Yes  |  Yes  |  Yes  |  Yes  | tengai   |
| Terminator 2 - Judgment Day      |  Yes  |  Yes  |  Yes  |  Yes  | term2    |
| Terra Cresta                     |  Yes  |  Yes  |  Yes  |  Yes  | terracre |
| Terra Force                      |   No  |  Yes  |  Yes  |  Yes  | terraf   |
| Tetris                           | No(1) |  Yes  |  Yes  |  Yes  | tetris   |
| Tetris                           |  Yes  |  Yes  |  Yes  |  Yes  | atetris  |
| Tetris Plus                      |  Yes  |  Yes  |   No  |  Yes  | tetrisp  |
| Tetris Plus 2                    |  Yes  |  Yes  |  Yes  |  Yes  | tetrisp2 |
| Thief                            |  Yes  |  Yes  | Yes(2)|  Yes  | thief    |
| Thrash Rally                     |  Yes  |  Yes  |  Yes  |  Yes  | trally   |
| Three Stooges In Brides Is Brides|  Yes  |  Yes  |Partial|  Yes  | 3stooges |
| Three Wonders                    |  Yes  |  Yes  |  Yes  |  Yes  | 3wonders |
| Thunder & Lightning              |  Yes  |  Yes  |  Yes  |  Yes  | thunderl |
| Thunder Cross                    |  Yes  |  Yes  |  Yes  |  Yes  | thunderx |
| Thunder Cross II                 |  Yes  |  Yes  |  Yes  |  Yes  | thndrx2  |
| Thunder Dragon                   | No(1) |  Yes  |   No  |  Yes  | tdragon  |
| Thunder Dragon 2                 |  Yes  |  Yes  |  Yes  |   No  | tdragon2 |
| Thunder Fox                      |  Yes  |  Yes  |  Yes  |  Yes  | thundfox |
| Thunder Zone                     |  Yes  |  Yes  |  Yes  |  Yes  | thndzone |
| ThunderForce AC                  |  Yes  |  Yes  |  Yes  |  Yes  | tfrceac  |
| ThunderJaws                      |  Yes  |  Yes  |  Yes  |  Yes  | thunderj |
| Thundercade / Twin Formation     |  Yes  |  Yes  |  Yes  |  Yes  | tndrcade |
| Tickee Tickats                   |  Yes  |  Yes  |  Yes  |  Yes  | tickee   |
| Tiger Heli                       |  Yes  |  Yes  |  Yes  |   No  | tigerh   |
| Tiger Road                       |  Yes  |  Yes  |  Yes  |  Yes  | tigeroad |
| Timber                           |  Yes  |  Yes  |  Yes  |  Yes  | timber   |
| Time Killers                     |  Yes  |  Yes  |  Yes  |  Yes  | timekill |
| Time Limit                       |  Yes  | Close |  Yes  |  Yes  | timelimt |
| Time Pilot                       |  Yes  |  Yes  |  Yes  |  Yes  | timeplt  |
| Time Pilot '84                   |  Yes  |  Yes  |  Yes  |  Yes  | tp84     |
| Time Scanner                     |  Yes  |  Yes  |  Yes  |  Yes  | timscanr |
| Time Soldiers                    |  Yes  |  Yes  |  Yes  |  Yes  | timesold |
| Time Tunnel                      |  Yes  |  Yes  |  Yes  |  Yes  | timetunl |
| Tin Star, The                    |  Yes  |  Yes  |  Yes  |  Yes  | tinstar  |
| Tinkle Pit                       |  Yes  |  Yes  |Partial|  Yes  | tinklpit |
| Toffy                            |  Yes  |  Yes  |  Yes  |  Yes  | toffy    |
| Toggle                           |  Yes  |  Yes  |  Yes  |  Yes  | toggle   |
| Toki                             |  Yes  |  Yes  |  Yes  |  Yes  | toki     |
| Toki no Senshi - Chrono Soldier  |  Yes  |  Yes  |  Yes  |   No  | tokisens |
| Tokimeki Memorial Taisen Puzzle-d|  Yes  |  Yes  |  Yes  |  Yes  | tkmmpzdm |
| Tokio / Scramble Formation       | No(1) |  Yes  |  Yes  |  Yes  | tokio    |
| Tokoro San no MahMahjan          |  Yes  |  Yes  |  Yes  |  Yes  | mahmajn  |
| Tokoro San no MahMahjan 2        |  Yes  |  Yes  |  Yes  |  Yes  | mahmajn2 |
| Tokyo Gal Zukan                  |  Yes  |  Yes  |  Yes  |  Yes  | tokyogal |
| Tomahawk 777                     |  Yes  |  Yes  |   No  |  Yes  | tomahawk |
| Tonton [BET]                     |  Yes  |  Yes  |  Yes  |  Yes  | tontonb  |
| Toobin'                          |  Yes  |  Yes  |  Yes  |  Yes  | toobin   |
| Top Hunter - Roddy & Cathy       |  Yes  |  Yes  |  Yes  |  Yes  | tophuntr |
| Top Player's Golf                |  Yes  |  Yes  |  Yes  |  Yes  | tpgolf   |
